locus_tag	ftype	length_bp	gene	EC_number	COG	product
Patescibacteria_metaspades_Bin_8_2-contigs_00001	CDS	297				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00002	CDS	105				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00003	CDS	135				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00004	CDS	438				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00005	CDS	150				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00006	CDS	402				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00007	CDS	153				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00008	tRNA	74				tRNA-Cys(gca)
Patescibacteria_metaspades_Bin_8_2-contigs_00009	CDS	174				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00010	CDS	195				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00011	CDS	195				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00012	CDS	453	recF_1			DNA replication and repair protein RecF
Patescibacteria_metaspades_Bin_8_2-contigs_00013	CDS	168	recF_2			DNA replication and repair protein RecF
Patescibacteria_metaspades_Bin_8_2-contigs_00014	CDS	123				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00015	CDS	144				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00016	CDS	1029				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00017	CDS	1485	sctC			Type 3 secretion system secretin
Patescibacteria_metaspades_Bin_8_2-contigs_00018	CDS	1737				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00019	CDS	843				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00020	CDS	879				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00021	CDS	363				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00022	CDS	663	cpoB			Cell division coordinator CpoB
Patescibacteria_metaspades_Bin_8_2-contigs_00023	CDS	3324				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00024	CDS	204				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00025	CDS	186				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00026	CDS	222				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00027	CDS	159				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00028	CDS	360				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00029	CDS	258				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00030	CDS	237				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00031	CDS	135				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00032	CDS	285				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00033	CDS	297				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00034	CDS	471				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00035	CDS	315				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00036	CDS	159				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00037	CDS	120				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00038	CDS	429				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00039	CDS	177				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00040	CDS	381				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00041	CDS	132				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00042	CDS	174				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00043	CDS	177				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00044	CDS	183				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00045	CDS	153				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00046	CDS	138				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00047	CDS	159				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00048	CDS	126				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00049	CDS	117				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00050	CDS	165	murE	6.3.2.7		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
Patescibacteria_metaspades_Bin_8_2-contigs_00051	CDS	153				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00052	CDS	102				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00053	CDS	141				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00054	CDS	246	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
Patescibacteria_metaspades_Bin_8_2-contigs_00055	CDS	117	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
Patescibacteria_metaspades_Bin_8_2-contigs_00056	CDS	213				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00057	CDS	405				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00058	CDS	90				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00059	CDS	132				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00060	CDS	285				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00061	CDS	135				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00062	CDS	99				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00063	CDS	309				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00064	CDS	141				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00065	CDS	156				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00066	CDS	159				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00067	CDS	138	mutS_1			DNA mismatch repair protein MutS
Patescibacteria_metaspades_Bin_8_2-contigs_00068	CDS	243				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00069	CDS	159				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00070	CDS	105				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00071	CDS	156				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00072	CDS	156	uvrC		COG0322	UvrABC system protein C
Patescibacteria_metaspades_Bin_8_2-contigs_00073	CDS	195				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00074	CDS	273				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00075	CDS	105				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00076	CDS	834				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00077	CDS	270				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00078	CDS	240				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00079	CDS	132				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00080	CDS	204				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00081	CDS	264				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00082	CDS	186	rnc	3.1.26.3		Ribonuclease 3
Patescibacteria_metaspades_Bin_8_2-contigs_00083	CDS	216				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00084	CDS	141				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00085	CDS	189	mutS_2			DNA mismatch repair protein MutS
Patescibacteria_metaspades_Bin_8_2-contigs_00086	CDS	180				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00087	CDS	261				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00088	CDS	114				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00089	CDS	147				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00090	CDS	168				hypothetical protein
Patescibacteria_metaspades_Bin_8_2-contigs_00091	CDS	270				hypothetical protein
