locus_tag	ftype	length_bp	gene	EC_number	COG	product
Patescibacteria_metaspades_Bin_5_2-contigs_00001	CDS	321	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
Patescibacteria_metaspades_Bin_5_2-contigs_00002	CDS	546				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00003	CDS	582	sigW		COG1595	ECF RNA polymerase sigma factor SigW
Patescibacteria_metaspades_Bin_5_2-contigs_00004	CDS	924				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00005	CDS	396				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00006	CDS	324				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00007	CDS	165				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00008	CDS	258				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00009	CDS	222				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00010	CDS	240				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00011	CDS	108				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00012	CDS	207				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00013	CDS	168				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00014	CDS	129				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00015	CDS	153				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00016	CDS	183				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00017	CDS	171				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00018	CDS	387	frr		COG0233	Ribosome-recycling factor
Patescibacteria_metaspades_Bin_5_2-contigs_00019	CDS	237				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00020	CDS	159	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
Patescibacteria_metaspades_Bin_5_2-contigs_00021	CDS	192				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00022	CDS	219				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00023	CDS	306	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
Patescibacteria_metaspades_Bin_5_2-contigs_00024	CDS	399				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00025	CDS	291				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00026	CDS	207	dnaJ_1		COG0484	Chaperone protein DnaJ
Patescibacteria_metaspades_Bin_5_2-contigs_00027	CDS	174				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00028	CDS	159				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00029	CDS	231	ftsE		COG2884	Cell division ATP-binding protein FtsE
Patescibacteria_metaspades_Bin_5_2-contigs_00030	CDS	204				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00031	CDS	252				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00032	CDS	381				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00033	CDS	117				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00034	CDS	363				hypothetical protein
Patescibacteria_metaspades_Bin_5_2-contigs_00035	CDS	102				hypothetical protein
