locus_tag	ftype	length_bp	gene	EC_number	COG	product
Patescibacteria_metaspades_Bin_9_3-contigs_00001	CDS	1755				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00002	CDS	816				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00003	CDS	879				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00004	CDS	1275				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00005	CDS	1833	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
Patescibacteria_metaspades_Bin_9_3-contigs_00006	CDS	849	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
Patescibacteria_metaspades_Bin_9_3-contigs_00007	CDS	567				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00008	CDS	1482	cca	2.7.7.72		CCA-adding enzyme
Patescibacteria_metaspades_Bin_9_3-contigs_00009	CDS	789	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
Patescibacteria_metaspades_Bin_9_3-contigs_00010	CDS	615	xerC		COG4973	Tyrosine recombinase XerC
Patescibacteria_metaspades_Bin_9_3-contigs_00011	CDS	162	rpmH		COG0230	50S ribosomal protein L34
Patescibacteria_metaspades_Bin_9_3-contigs_00012	CDS	192	rnpA	3.1.26.5		Ribonuclease P protein component
Patescibacteria_metaspades_Bin_9_3-contigs_00013	CDS	732	yidC2		COG0706	Membrane protein insertase YidC 2
Patescibacteria_metaspades_Bin_9_3-contigs_00014	CDS	1116				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00015	CDS	726				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00016	CDS	705	rpsB		COG0052	30S ribosomal protein S2
Patescibacteria_metaspades_Bin_9_3-contigs_00017	CDS	582	tsf		COG0264	Elongation factor Ts
Patescibacteria_metaspades_Bin_9_3-contigs_00018	CDS	405				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00019	tRNA	76				tRNA-Thr(tgt)
Patescibacteria_metaspades_Bin_9_3-contigs_00020	CDS	663				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00021	CDS	1320				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00022	CDS	996	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
Patescibacteria_metaspades_Bin_9_3-contigs_00023	CDS	1038	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
Patescibacteria_metaspades_Bin_9_3-contigs_00024	CDS	609				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00025	CDS	987			COG0391	Gluconeogenesis factor
Patescibacteria_metaspades_Bin_9_3-contigs_00026	tRNA	72				tRNA-Gln(ttg)
Patescibacteria_metaspades_Bin_9_3-contigs_00027	CDS	456				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00028	CDS	252				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00029	CDS	1743	appA			Oligopeptide-binding protein AppA
Patescibacteria_metaspades_Bin_9_3-contigs_00030	CDS	1929	rnjA	3.1.-.-	COG0595	Ribonuclease J1
Patescibacteria_metaspades_Bin_9_3-contigs_00031	CDS	966		1.1.1.-		Putative 2-hydroxyacid dehydrogenase
Patescibacteria_metaspades_Bin_9_3-contigs_00032	CDS	423	fba	4.1.2.13		Fructose-bisphosphate aldolase
Patescibacteria_metaspades_Bin_9_3-contigs_00033	CDS	1458				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00034	CDS	1587				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00035	CDS	693				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00036	CDS	1896	priA	3.6.4.-		primosomal protein N'
Patescibacteria_metaspades_Bin_9_3-contigs_00037	CDS	498				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00038	CDS	348				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00039	CDS	477	smpB		COG0691	SsrA-binding protein
Patescibacteria_metaspades_Bin_9_3-contigs_00040	CDS	177				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00041	CDS	90				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00042	CDS	183				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00043	CDS	225	ltaE	4.1.2.48		Low specificity L-threonine aldolase
Patescibacteria_metaspades_Bin_9_3-contigs_00044	CDS	606				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00045	CDS	552	rplE		COG0094	50S ribosomal protein L5
Patescibacteria_metaspades_Bin_9_3-contigs_00046	CDS	309	rplX			50S ribosomal protein L24
Patescibacteria_metaspades_Bin_9_3-contigs_00047	CDS	372	rplN		COG0093	50S ribosomal protein L14
Patescibacteria_metaspades_Bin_9_3-contigs_00048	CDS	249	rpsQ		COG0186	30S ribosomal protein S17
Patescibacteria_metaspades_Bin_9_3-contigs_00049	CDS	228				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00050	CDS	423	rplP		COG0197	50S ribosomal protein L16
Patescibacteria_metaspades_Bin_9_3-contigs_00051	CDS	693	rpsC		COG0092	30S ribosomal protein S3
Patescibacteria_metaspades_Bin_9_3-contigs_00052	CDS	324	rplV		COG0091	50S ribosomal protein L22
Patescibacteria_metaspades_Bin_9_3-contigs_00053	CDS	135				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00054	CDS	375				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00055	CDS	498				hypothetical protein
Patescibacteria_metaspades_Bin_9_3-contigs_00056	CDS	1431	rnr	3.1.13.1	COG0557	Ribonuclease R
Patescibacteria_metaspades_Bin_9_3-contigs_00057	CDS	2163	smc			Chromosome partition protein Smc
