locus_tag	ftype	length_bp	gene	EC_number	COG	product
Patescibacteria_metaspades_Bin_5_4-contigs_00001	CDS	165	polC	2.7.7.7		DNA polymerase III PolC-type
Patescibacteria_metaspades_Bin_5_4-contigs_00002	CDS	351				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00003	CDS	108				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00004	CDS	150				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00005	tRNA	88				tRNA-Ser(tga)
Patescibacteria_metaspades_Bin_5_4-contigs_00006	tRNA	85				tRNA-Tyr(gta)
Patescibacteria_metaspades_Bin_5_4-contigs_00007	tRNA	76				tRNA-Phe(gaa)
Patescibacteria_metaspades_Bin_5_4-contigs_00008	CDS	159				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00009	CDS	141				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00010	CDS	534				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00011	CDS	255				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00012	CDS	135				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00013	CDS	165				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00014	CDS	417				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00015	CDS	222				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00016	CDS	390				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00017	CDS	192				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00018	CDS	150				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00019	CDS	186				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00020	CDS	192				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00021	CDS	255				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00022	tRNA	77				tRNA-Ala(tgc)
Patescibacteria_metaspades_Bin_5_4-contigs_00023	CDS	123				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00024	CDS	306				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00025	CDS	213				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00026	CDS	213				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00027	CDS	123				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00028	CDS	243				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00029	CDS	720				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00030	CDS	168				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00031	tRNA	75				tRNA-Gln(ttg)
Patescibacteria_metaspades_Bin_5_4-contigs_00032	tRNA	75				tRNA-Gly(tcc)
Patescibacteria_metaspades_Bin_5_4-contigs_00033	tRNA	77				tRNA-Pro(tgg)
Patescibacteria_metaspades_Bin_5_4-contigs_00034	CDS	273				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00035	CDS	201				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00036	CDS	375				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00037	CDS	189				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00038	CDS	381				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00039	CDS	429				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00040	CDS	189				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00041	CDS	213				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00042	CDS	132				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00043	CDS	132				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00044	CDS	189				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00045	CDS	138				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00046	CDS	165				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00047	CDS	108				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00048	CDS	180				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00049	CDS	273				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00050	CDS	264				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00051	CDS	111				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00052	CDS	135				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00053	CDS	171				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00054	CDS	204				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00055	CDS	276				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00056	CDS	255				hypothetical protein
Patescibacteria_metaspades_Bin_5_4-contigs_00057	CDS	150				hypothetical protein
