locus_tag	ftype	length_bp	gene	EC_number	COG	product
Patescibacteria_metaspades_Bin_4_2-contigs_00001	CDS	1101	ftsA		COG0849	Cell division protein FtsA
Patescibacteria_metaspades_Bin_4_2-contigs_00002	CDS	528	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
Patescibacteria_metaspades_Bin_4_2-contigs_00003	CDS	309	ftsW	2.4.1.129		peptidoglycan glycosyltransferase FtsW
Patescibacteria_metaspades_Bin_4_2-contigs_00004	CDS	1155	smc_1			Chromosome partition protein Smc
Patescibacteria_metaspades_Bin_4_2-contigs_00005	CDS	867	smc_2			Chromosome partition protein Smc
Patescibacteria_metaspades_Bin_4_2-contigs_00006	tRNA	86				tRNA-Ser(gga)
Patescibacteria_metaspades_Bin_4_2-contigs_00007	CDS	579				hypothetical protein
Patescibacteria_metaspades_Bin_4_2-contigs_00008	CDS	387				hypothetical protein
Patescibacteria_metaspades_Bin_4_2-contigs_00009	CDS	489				hypothetical protein
Patescibacteria_metaspades_Bin_4_2-contigs_00010	CDS	357				hypothetical protein
Patescibacteria_metaspades_Bin_4_2-contigs_00011	CDS	432	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
Patescibacteria_metaspades_Bin_4_2-contigs_00012	CDS	267				hypothetical protein
Patescibacteria_metaspades_Bin_4_2-contigs_00013	CDS	141				hypothetical protein
Patescibacteria_metaspades_Bin_4_2-contigs_00014	CDS	111				hypothetical protein
Patescibacteria_metaspades_Bin_4_2-contigs_00015	CDS	354	dedA		COG0586	Protein DedA
Patescibacteria_metaspades_Bin_4_2-contigs_00016	CDS	246	rsmI_1	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
Patescibacteria_metaspades_Bin_4_2-contigs_00017	CDS	453	rsmI_2	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
Patescibacteria_metaspades_Bin_4_2-contigs_00018	CDS	654				hypothetical protein
Patescibacteria_metaspades_Bin_4_2-contigs_00019	CDS	279				hypothetical protein
Patescibacteria_metaspades_Bin_4_2-contigs_00020	CDS	762				hypothetical protein
Patescibacteria_metaspades_Bin_4_2-contigs_00021	CDS	909	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
Patescibacteria_metaspades_Bin_4_2-contigs_00022	tRNA	72				tRNA-SeC(tca)
Patescibacteria_metaspades_Bin_4_2-contigs_00023	CDS	675				hypothetical protein
Patescibacteria_metaspades_Bin_4_2-contigs_00024	CDS	918	htpX	3.4.24.-	COG0501	Protease HtpX 
Patescibacteria_metaspades_Bin_4_2-contigs_00025	CDS	573				hypothetical protein
Patescibacteria_metaspades_Bin_4_2-contigs_00026	CDS	243				hypothetical protein
Patescibacteria_metaspades_Bin_4_2-contigs_00027	CDS	576				hypothetical protein
Patescibacteria_metaspades_Bin_4_2-contigs_00028	CDS	687	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
