locus_tag	ftype	length_bp	gene	EC_number	COG	product
Patescibacteria_metaspades_Bin_5_1-contigs_00001	CDS	486				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00002	CDS	657				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00003	CDS	621	recR		COG0353	Recombination protein RecR
Patescibacteria_metaspades_Bin_5_1-contigs_00004	CDS	1419	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
Patescibacteria_metaspades_Bin_5_1-contigs_00005	CDS	1449	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
Patescibacteria_metaspades_Bin_5_1-contigs_00006	CDS	939				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00007	CDS	1296				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00008	CDS	441	rplI		COG0359	50S ribosomal protein L9
Patescibacteria_metaspades_Bin_5_1-contigs_00009	CDS	699				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00010	CDS	285				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00011	CDS	399				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00012	CDS	1026	umuC		COG0389	Protein UmuC
Patescibacteria_metaspades_Bin_5_1-contigs_00013	CDS	684				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00014	CDS	144				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00015	CDS	2127				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00016	CDS	714				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00017	CDS	474				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00018	CDS	417				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00019	CDS	225				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00020	CDS	201				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00021	CDS	804				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00022	CDS	1863				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00023	CDS	471				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00024	CDS	1530				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00025	CDS	19548				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00026	CDS	210				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00027	CDS	1839				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00028	CDS	939				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00029	CDS	1122				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00030	CDS	336				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00031	CDS	765				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00032	CDS	999				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00033	CDS	1776				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00034	CDS	123				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00035	CDS	948				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00036	CDS	501				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00037	CDS	699				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00038	CDS	558	resA			Thiol-disulfide oxidoreductase ResA
Patescibacteria_metaspades_Bin_5_1-contigs_00039	CDS	150				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00040	CDS	1041	ydiK		COG0628	Putative transport protein YdiK
Patescibacteria_metaspades_Bin_5_1-contigs_00041	CDS	435				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00042	CDS	1044				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00043	CDS	531				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00044	CDS	1197	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
Patescibacteria_metaspades_Bin_5_1-contigs_00045	CDS	729				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00046	CDS	2082	uvrB		COG0556	UvrABC system protein B
Patescibacteria_metaspades_Bin_5_1-contigs_00047	CDS	2277				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00048	CDS	2640	uvrA			UvrABC system protein A
Patescibacteria_metaspades_Bin_5_1-contigs_00049	CDS	174				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00050	CDS	1329	cshA	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
Patescibacteria_metaspades_Bin_5_1-contigs_00051	CDS	1044				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00052	CDS	963	mltG_1	4.2.2.-		Endolytic murein transglycosylase
Patescibacteria_metaspades_Bin_5_1-contigs_00053	CDS	228				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00054	CDS	447				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00055	CDS	138				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00056	CDS	264				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00057	CDS	363				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00058	CDS	855				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00059	CDS	705	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
Patescibacteria_metaspades_Bin_5_1-contigs_00060	CDS	1233	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
Patescibacteria_metaspades_Bin_5_1-contigs_00061	CDS	456				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00062	CDS	993				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00063	CDS	1236				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00064	CDS	291	umuD	3.4.21.-	COG1974	Protein UmuD
Patescibacteria_metaspades_Bin_5_1-contigs_00065	CDS	696	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
Patescibacteria_metaspades_Bin_5_1-contigs_00066	CDS	741				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00067	CDS	606				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00068	CDS	720				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00069	CDS	993				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00070	CDS	327				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00071	CDS	528				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00072	CDS	759			COG0330	putative protein
Patescibacteria_metaspades_Bin_5_1-contigs_00073	CDS	375				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00074	CDS	402				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00075	CDS	447				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00076	CDS	1203				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00077	CDS	201				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00078	CDS	579	lexA	3.4.21.88		LexA repressor
Patescibacteria_metaspades_Bin_5_1-contigs_00079	CDS	741	murI	5.1.1.3		Glutamate racemase
Patescibacteria_metaspades_Bin_5_1-contigs_00080	CDS	402				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00081	CDS	624				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00082	CDS	1314				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00083	CDS	1359	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
Patescibacteria_metaspades_Bin_5_1-contigs_00084	CDS	1128	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
Patescibacteria_metaspades_Bin_5_1-contigs_00085	CDS	1104	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
Patescibacteria_metaspades_Bin_5_1-contigs_00086	CDS	1074	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
Patescibacteria_metaspades_Bin_5_1-contigs_00087	CDS	1098				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00088	CDS	558	scpB			Segregation and condensation protein B
Patescibacteria_metaspades_Bin_5_1-contigs_00089	CDS	753	scpA			Segregation and condensation protein A
Patescibacteria_metaspades_Bin_5_1-contigs_00090	CDS	1428	pepA	3.4.11.10		cytosol aminopeptidase
Patescibacteria_metaspades_Bin_5_1-contigs_00091	CDS	1362	aspS2	6.1.1.23	COG0017	Aspartate--tRNA(Asp/Asn) ligase
Patescibacteria_metaspades_Bin_5_1-contigs_00092	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
Patescibacteria_metaspades_Bin_5_1-contigs_00093	CDS	1110	rcsC	2.7.13.3		Sensor histidine kinase RcsC
Patescibacteria_metaspades_Bin_5_1-contigs_00094	CDS	357				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00095	CDS	1947	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
Patescibacteria_metaspades_Bin_5_1-contigs_00096	CDS	729	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
Patescibacteria_metaspades_Bin_5_1-contigs_00097	CDS	411				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00098	CDS	489				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00099	CDS	705				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00100	CDS	543				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00101	CDS	1065	dnaJ		COG0484	Chaperone protein DnaJ
Patescibacteria_metaspades_Bin_5_1-contigs_00102	CDS	1920	dnaK		COG0443	Chaperone protein DnaK
Patescibacteria_metaspades_Bin_5_1-contigs_00103	CDS	576	grpE		COG0576	Protein GrpE
Patescibacteria_metaspades_Bin_5_1-contigs_00104	CDS	108				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00105	CDS	402	rpsI		COG0103	30S ribosomal protein S9
Patescibacteria_metaspades_Bin_5_1-contigs_00106	CDS	351	rplM		COG0102	50S ribosomal protein L13
Patescibacteria_metaspades_Bin_5_1-contigs_00107	CDS	354	rplQ			50S ribosomal protein L17
Patescibacteria_metaspades_Bin_5_1-contigs_00108	CDS	963	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
Patescibacteria_metaspades_Bin_5_1-contigs_00109	CDS	609	rpsD		COG0522	30S ribosomal protein S4
Patescibacteria_metaspades_Bin_5_1-contigs_00110	CDS	432	rpsK			30S ribosomal protein S11
Patescibacteria_metaspades_Bin_5_1-contigs_00111	CDS	378	rpsM		COG0099	30S ribosomal protein S13
Patescibacteria_metaspades_Bin_5_1-contigs_00112	CDS	117				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00113	CDS	222	infA			Translation initiation factor IF-1
Patescibacteria_metaspades_Bin_5_1-contigs_00114	CDS	1353				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00115	CDS	1203				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00116	CDS	1914				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00117	CDS	270				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00118	CDS	1827				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00119	CDS	597				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00120	CDS	393				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00121	CDS	258	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
Patescibacteria_metaspades_Bin_5_1-contigs_00122	CDS	783				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00123	CDS	555				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00124	CDS	837				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00125	CDS	1071	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
Patescibacteria_metaspades_Bin_5_1-contigs_00126	CDS	1002	mltG_2	4.2.2.-		Endolytic murein transglycosylase
Patescibacteria_metaspades_Bin_5_1-contigs_00127	CDS	1305				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00128	CDS	1026	rpoD			RNA polymerase sigma factor RpoD
Patescibacteria_metaspades_Bin_5_1-contigs_00129	CDS	2781				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00130	CDS	237				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00131	CDS	483				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00132	CDS	270				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00133	CDS	435				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00134	CDS	420				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00135	CDS	1773	typA		COG1217	GTP-binding protein TypA/BipA 
Patescibacteria_metaspades_Bin_5_1-contigs_00136	CDS	252				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00137	CDS	1098	ychF		COG0012	Ribosome-binding ATPase YchF
Patescibacteria_metaspades_Bin_5_1-contigs_00138	CDS	585				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00139	CDS	1539				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00140	CDS	1077				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00141	CDS	1866				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00142	CDS	951				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00143	CDS	1125				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00144	CDS	939	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
Patescibacteria_metaspades_Bin_5_1-contigs_00145	CDS	576				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00146	CDS	294				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00147	CDS	198				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00148	CDS	189				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00149	CDS	1527				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00150	CDS	3117	swrC		COG0841	Swarming motility protein SwrC
Patescibacteria_metaspades_Bin_5_1-contigs_00151	CDS	219				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00152	CDS	555				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00153	CDS	729				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00154	CDS	381				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00155	CDS	330				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00156	CDS	198				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00157	CDS	252	atpC			ATP synthase epsilon chain
Patescibacteria_metaspades_Bin_5_1-contigs_00158	CDS	1380	atpD_1	7.1.2.2	COG0055	ATP synthase subunit beta
Patescibacteria_metaspades_Bin_5_1-contigs_00159	CDS	909	atpG		COG0224	ATP synthase gamma chain
Patescibacteria_metaspades_Bin_5_1-contigs_00160	CDS	1566	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
Patescibacteria_metaspades_Bin_5_1-contigs_00161	CDS	387	atpD_2			ATP synthase subunit delta
Patescibacteria_metaspades_Bin_5_1-contigs_00162	CDS	447	atpF		COG0711	ATP synthase subunit b
Patescibacteria_metaspades_Bin_5_1-contigs_00163	CDS	228	atpH			ATP synthase subunit c
Patescibacteria_metaspades_Bin_5_1-contigs_00164	CDS	774	atpB		COG0356	ATP synthase subunit a
Patescibacteria_metaspades_Bin_5_1-contigs_00165	CDS	213				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00166	tRNA	76				tRNA-Ala(tgc)
Patescibacteria_metaspades_Bin_5_1-contigs_00167	CDS	150				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00168	CDS	582				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00169	CDS	231				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00170	CDS	360				hypothetical protein
Patescibacteria_metaspades_Bin_5_1-contigs_00171	CDS	303	phhB	4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
Patescibacteria_metaspades_Bin_5_1-contigs_00172	CDS	978	ddl_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase
Patescibacteria_metaspades_Bin_5_1-contigs_00173	CDS	1221	uvrC			UvrABC system protein C
Patescibacteria_metaspades_Bin_5_1-contigs_00174	CDS	1428	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
