locus_tag	ftype	length_bp	gene	EC_number	COG	product
Patescibacteria_metaspades_Bin_6_3-contigs_00001	CDS	444	ndk	2.7.4.6		Nucleoside diphosphate kinase
Patescibacteria_metaspades_Bin_6_3-contigs_00002	CDS	120				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00003	CDS	129				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00004	CDS	396				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00005	CDS	228				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00006	CDS	198				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00007	CDS	147				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00008	CDS	342				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00009	CDS	105	thyA	2.1.1.45		Thymidylate synthase
Patescibacteria_metaspades_Bin_6_3-contigs_00010	CDS	360				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00011	CDS	174				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00012	CDS	132				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00013	CDS	192				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00014	CDS	222				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00015	CDS	189				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00016	CDS	213				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00017	CDS	255				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00018	CDS	120				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00019	CDS	324				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00020	CDS	114	dnaG	2.7.7.-		DNA primase
Patescibacteria_metaspades_Bin_6_3-contigs_00021	CDS	165				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00022	CDS	126				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00023	CDS	156				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00024	CDS	141				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00025	CDS	138				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00026	CDS	204				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00027	CDS	129	secF		COG0341	Protein translocase subunit SecF
Patescibacteria_metaspades_Bin_6_3-contigs_00028	CDS	318				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00029	CDS	180				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00030	CDS	174				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00031	CDS	105				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00032	CDS	96				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00033	CDS	108				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00034	CDS	132				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00035	CDS	225				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00036	CDS	171				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00037	CDS	165				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00038	CDS	327	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
Patescibacteria_metaspades_Bin_6_3-contigs_00039	CDS	276				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00040	CDS	291				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00041	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
Patescibacteria_metaspades_Bin_6_3-contigs_00042	CDS	186	rpsM		COG0099	30S ribosomal protein S13
Patescibacteria_metaspades_Bin_6_3-contigs_00043	CDS	144	rpsK		COG0100	30S ribosomal protein S11
Patescibacteria_metaspades_Bin_6_3-contigs_00044	CDS	129				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00045	CDS	180				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00046	CDS	114	rpsD		COG0522	30S ribosomal protein S4
Patescibacteria_metaspades_Bin_6_3-contigs_00047	CDS	204				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00048	CDS	363	rplQ			50S ribosomal protein L17
Patescibacteria_metaspades_Bin_6_3-contigs_00049	CDS	201	rplM_1			50S ribosomal protein L13
Patescibacteria_metaspades_Bin_6_3-contigs_00050	CDS	177	rplM_2		COG0102	50S ribosomal protein L13
Patescibacteria_metaspades_Bin_6_3-contigs_00051	CDS	309	rpsI		COG0103	30S ribosomal protein S9
Patescibacteria_metaspades_Bin_6_3-contigs_00052	CDS	252	rpsL			30S ribosomal protein S12
Patescibacteria_metaspades_Bin_6_3-contigs_00053	CDS	153				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00054	CDS	225	dnaK_1			Chaperone protein DnaK
Patescibacteria_metaspades_Bin_6_3-contigs_00055	CDS	216	dnaK_2		COG0443	Chaperone protein DnaK
Patescibacteria_metaspades_Bin_6_3-contigs_00056	CDS	195	dnaK_3		COG0443	Chaperone protein DnaK
Patescibacteria_metaspades_Bin_6_3-contigs_00057	CDS	285	dnaK_4			Chaperone protein DnaK
Patescibacteria_metaspades_Bin_6_3-contigs_00058	CDS	306				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00059	CDS	114				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00060	CDS	171				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00061	CDS	390				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00062	CDS	102				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00063	CDS	144				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00064	CDS	285				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00065	CDS	99				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00066	CDS	126				hypothetical protein
Patescibacteria_metaspades_Bin_6_3-contigs_00067	CDS	192				hypothetical protein
